,title,price,shop,commit
1847,速发包邮 自学是门手艺 没有自学能力的人没有未来 Python编程自学教程书,55.50,品阅轩图书专营店,40+
1848,包邮卷积神经网络的Python实现+深度学习 卷积神经网络从入门到精通+卷积神经网络与视觉计算,199.50,蓝墨水图书专营店,6
1849,零起点Python足彩大数据与机器学习实盘分析 Python编程语言书籍 机器学习,69.30,旷氏文豪图书专营店,20+
1850,跟老齐学Python Django实战 第2版,57.60,文轩网旗舰店,6
1851,图灵教育  Python基础教程 第3版 Python入门版 人民邮电出版社,98.00,静默时光图书专营店,6
1852,Python自动化测试实战 无涯 Python语言编程教程书籍,48.60,蓝墨水图书专营店,3
1853,包邮Python渗透测试编程技术方法与实践+Python黑帽子黑客与渗透测试编程之道书籍,88.00,蓝墨水图书专营店,10+
1854,2本 Python编程从入门到实践+Python3网络爬虫开发实战 python,139.90,华心图书专营店,5
1855,流畅的Python python编程教程书籍 python代码大全 python入门到精通,92.80,润知天下图书专营店,3
1856,包邮 量化交易之路+Python机器学习快速入门+大数据与量化交易+量化投资书籍 4本,256.00,旷氏文豪图书专营店,100+
1857,现货 利用Python进行数据分析 python数据分析 python基础教程 企业数据分析,66.00,经纶风图书专营店,30+
1858,Python核心编程 第3版 python开发大全 python入门到精通书籍第三版 人民邮电出版社,56.80,芝麻开门图书专营店,40+
1859,Python数据分析与挖掘实战Python金融大数据挖掘与分析网络爬虫数据挖掘与机器学习实战量化交易,368.00,书香神州图书专营店,80+
1860,Python 3网络爬虫开发实战+爬虫 数据清洗与可视化实战+Python网络爬虫从入门到实践教程书,149.00,蓝墨水图书专营店,90+
1861,Python3网络爬虫开发实战崔庆才 Scrapy数据分析处理手册数据抓取指南 计算机编程语言 默认47,80.40,金帛三木图书专营店,100+
1862,【正版包邮】PaddlePaddle深度学习实战 /Python库/AI人工智能编程开发/线性代数微,53.20,馨予图书专营店,3
1863,Python GUI设计 tkinter菜鸟编程 洪锦魁 GUI设计教程书籍,53.30,蓝墨水图书专营店,3
1864,异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,51.75,人民邮电出版社官方旗舰店,2
1865,【R】 数据结构 Python语言描述 大学教材,68.40,三新文化图书专营店,10
1866,PYTHON程序设计实验指导书/董付国,30.80,文轩网旗舰店,1
1867,Python 3.7从入门到精通（视频教学版）Python程序开发教程书籍,59.90,蓝墨水图书专营店,3
1868,3本 深度学习+机器学习 周志华+Python神经网络编程 人工智能书籍,215.80,友杰图书专营店,10+
1869,【中法图】正版 图解算法：使用PYTHON 吴灿铭胡昭民 清华计算机网络互联网编程语言程序设计,42.10,中国法律图书旗舰店,10+
1870,Python和Pygame游戏开发指南+Python黑帽子:黑客与渗透测试编程之道2本,85.30,蓝墨水图书专营店,9
1871,金融工程及其Python应用 朱顺泉 9787302510758 清华大学出版社,34.20,朝远文化图书专营店,1
1872,【套装2本】教孩子学编程 Python语言版+Scratch少儿编程一点通(视频教学版),70.80,翔坤图书专营店,3
1873,零起点Python大数据与量化交易 何海群 9787121306594,54.45,博远慧达图书专营店,20+
1874,【正版】流畅的Python python进阶书籍 计算机编程语言 数据分析从入门到实践爬虫核心编程,108.00,华纳博文图书专营店,200+
1875,Python程序设计(第3版),50.30,文轩网旗舰店,8
1876,"Python Web开发学习实录(配光盘)(Web程序员成功之路) 李勇,王文强著 978",38.28,博远慧达图书专营店,3
1877,11招玩转网络安全 用python更安全 Python网络安全 黑客攻防技术书 攻防安全防范工具 网,33.70,墨马图书旗舰店,2
1878,大话Python机器学习 机器学习实战算法,46.70,华心图书专营店,5
1879,包邮 树莓派开始，玩转Linux+零基础学编程：树莓派和Python 2本 树莓派编程教程书籍,85.80,春雨图书专营店,2
1880,包邮 疯狂Python讲义 李刚+你也能看得懂的Python算法书籍 pytho编程视频教程书籍,129.00,春雨图书专营店,10+
1881,跟老齐学Python轻松入门 python核心编程技术 python语言编程教程书,44.80,友杰图书专营店,4
1882,包邮 Python数据可视化之matplotlib实践+Python数据可视化编程实战 第2二版,95.80,兰兴达图书专营店,10+
1883,Python物理建模初学者指南,42.10,文轩网旗舰店,10+
1884,Python编程从入门到精通+python基础教程 第3版 python基础入门,144.40,文轩网旗舰店,2
1885,Python自动化运维,53.10,文轩网旗舰店,80+
1886,Python核心编程（第3版）大数据分析 程序设计 移动开发,98.00,静默时光图书专营店,10+
1887,【正版包邮】Python云原生 构建应对海量用户数据的高可扩展Web应用,66.60,蓝墨水图书专营店,10+
1888,OpenCV轻松入门 面向Python 计算机视觉技术  Python的OpenCV图像处理技术教程,48.30,馨园青图书专营店,5
1889,包邮 Python自然语言处理实战：核心技术与算法 计算机与互联网 |8004503,44.80,互动出版网图书专营店,90+
1890,多元统计分析——R与Python的实现,31.70,文轩网旗舰店,10
1891,自己动手写Python虚拟机,57.30,文轩网旗舰店,7
1892,Python新手学Django 2.0架站的16堂课（第2版）+Python自动化运维快速入门,118.50,蓝墨水图书专营店,10
1893,Python自动化运维：技术与最佳实践 Python自动化运维快速入门 郑征  编程语言开发,102.00,书香神州图书专营店,3
1894,正版现货全新 2019计算机等考全国计算机等级考试二级教程——Python语言程序设计(2019年版,34.90,大学连锁书店图书专营店,5
1895,现货【2019新书】Python量化交易 张杨飞,76.20,南京中译图书专营店,10+
1896,"Python核心编程(第3版,英文版)",74.20,文轩网旗舰店,30+
1897,包邮疯狂Python讲义 李刚 python基础教程书籍,86.60,蓝墨水图书专营店,60+
1898,Python深度学习:基于+PyTorch机器学习+神经网络与PyTorch实战 机器学习人工智能,155.00,书香神州图书专营店,100+
1899,机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教程,28.80,墨马图书旗舰店,2
1900,Python高性能编程+流畅的Python python 2本 python3.X 编程教程书籍,152.00,旷氏文豪图书专营店,10+
1901,包邮 机器人Python极客编程入门与实战+机器人系统设计与制作 Python语言实现,87.80,蓝墨水图书专营店,9
1902,小小的Python编程故事 写给孩子看的Python编程零基础入门书籍 Python编程启蒙书,33.70,墨马图书旗舰店,5
1903,虫术——Python绝技 梁睿坤 9787121344565,56.93,博远慧达图书专营店,3
1904,【3册】Python编程从入门到实践+Python编程快速上手+Python极客项目编程 pyt,158.90,润知天下图书专营店,3
1905,用Python写网络爬虫第2版+笨办法学Python 3 共2册图书籍,78.60,品阅轩图书专营店,4
1906,Python数据分析与数据化运营,73.10,文轩网旗舰店,20+
1907,OpenCV算法精解：基于Python与C++ OpenCV入门教程书籍,56.50,蓝墨水图书专营店,60+
1908,包邮 数据采集技术—Python网络爬虫项目化教程 黄锐军 编 大数据技术与应用系列 高等教育出版社,25.80,华文乐章图书专营店,6
1909,正版包邮 Python 3.x全栈开发从入门到精通,73.00,蓝墨水图书专营店,2
1910,零基础入门学习Python(第2版)-微课视频版 小甲鱼 9787302514084,51.62,博远慧达图书专营店,3
1911,金融数量分析 基于Python编程+Python与量化投资从基础到实战 python基础教程书籍,116.80,蓝墨水图书专营店,2
1912,Keras快速上手：基于Python的深度学习实战 Keras编程框架 人工智能,42.90,旷氏文豪图书专营店,20+
1913,包邮  Django企业开发实战 高效Python Web框架指南 博客开发实例教程书籍,72.00,荣丰通达图书专营店,50+
1914,OpenCV 3和Qt5计算机视觉应用开发+机器学习：使用opencv和python进行智能图像处理,154.60,春雨图书专营店,2
1915,包邮 图解算法 使用Python+图解数据结构 使用Python书籍 2本 吴灿铭,92.60,春雨图书专营店,10+
1916,人工智能--Python实现(影印版)(英文版),62.10,博库网旗舰店,8
1917,Python黑帽子(黑客与渗透测试编程之道),42.88,博库网旗舰店,5
1918,面向ArcGIS的Python脚本编程,37.60,文轩网旗舰店,40+
1919,解析Python网络爬虫 核心技术 Scrapy框架 分布式爬虫书籍,36.80,蓝墨水图书专营店,10+
1920,Python数据可视化之matplotlib实践 数据分析从入门到实战系列 刘大成,38.20,蓝墨水图书专营店,50+
1921,Python游戏编程入门 Python3爬虫数据分析编程教程 程序设计书籍,32.00,墨马图书旗舰店,40+
1922,Python量化交易实战 王晓华 Python量化交易教程书籍,53.30,蓝墨水图书专营店,20+
1923,数据结构(PYTHON版)/吕云翔,31.10,文轩网旗舰店,3
1924,OpenCV3计算机视觉：Python语言实现（原书第2版）Python入门书,38.30,金帛三木图书专营店,2
1925,零起点Python足彩大数据与机器学习实盘分析,49.50,电子工业出版社官方旗舰店,3
1926,Python基础教程 第3版,62.37,武进新华图书专营店,10+
1927,我的Python世界 Python minecraft 我的世界 编程 游戏 边编程边玩,51.75,人民邮电出版社官方旗舰店,10+
1928,机器学习实战 新编 图灵程序设计丛书  python基础教程指南  计算机电脑程序设计开发书籍,46.90,兴阅图书专营店,90+
1929,包邮 Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及|8058633,44.80,互动出版网图书专营店,8
1930,python数据科学：技术详解与商业实践 Python数据分析数据挖掘 机器学习书籍,58.40,荣丰通达图书专营店,4
1931,Python与量化投资从基础到实战+量化交易+Python机器学习快速入门+大数据量化交易+量化投资,327.00,书海寻梦图书专营店,50+
1932,ODOO快速入门与实战:PYTHON开发ERP指南,61.50,文轩网旗舰店,4
1933,【R】精通特征工程 人工智能教程机器学习 Python 算法 通过Python示例掌握特征工程基本原,41.00,三新文化图书专营店,20+
1934,利用Python进行数据分析(原书2版)O'Reilly 基础教程 python实践从入门到精通书籍,83.00,旷氏文豪图书专营店,3
1935,包邮 深度实践OpenStack：基于Python的OpenStack组|7502219,51.30,互动出版网图书专营店,6
1936,Python自然语言处理实战：核心技术与算法 自然语言处理教程书籍,48.30,芝麻开门图书专营店,20+
1937,像计算机科学家一样思考Python(第2版),38.10,文轩网旗舰店,100+
1938,笨办法学Python3 python基础教程编程入门 编程python视频教程python书籍 py,36.00,墨涵图书专营店,7
1939,2本 Python编程从入门到实践+Python核心编程 第3版,127.50,华心图书专营店,600+
1940,包邮Python物理建模初学者指南+Python物理学高效计算+物理建模初学者指南,192.80,蓝墨水图书专营店,8
1941,机器人Python极客编程入门与实战 Python极客团队 9787121322921,33.93,博远慧达图书专营店,3
1942,Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储,78.50,华心图书专营店,10
1943,算法图解算法基础书Python 人民邮电出版社,39.10,天都图书专营店,20+
1944,包邮 Python数据分析与数据化运营 计算机与互联网 |6998727,64.30,互动出版网图书专营店,100+
1945,2本 教孩子学编程 Python语言版+父与子的编程之旅 与小卡特一起学Python,91.40,华心图书专营店,30+
1946,O'Reilly：Python学习手册（第4版）,81.00,福州金榜图书专营店,3
1947,包邮Python核心编程+基础教程 第3版 python学习 python编程从入门到实践,198.00,人民邮电出版社官方旗舰店,3
1948,21天学通Python第二版 零基础入门学习python程序设计python基础教程 pyhton,29.20,墨涵图书专营店,8
1949,Python科学计算*佳实践 SciPy指南 数据科学 科学计算 展示用Python处理,47.80,华文兄弟图书专营店,2
1950,2册  包邮 青少年Python编程入门+青少年学Python编程入门教程计算机编程入门书籍 2本,96.60,荣丰通达图书专营店,2
1951,Python趣味编程：从入门到人工智能,40.10,蓝墨水图书专营店,4
1952,正版 Pythan爬虫开发 从入门到实战（微课版） 计算机网络 程序设计 Python,35.90,弗洛拉图书专营店,10+
1953,现货包邮 Python程序设计基础 第2版 第二版 董付国+Python程序设计实验指导书 2本,69.80,华文乐章图书专营店,10+
1954,Python数据爬取技术与实战手册+解析Python网络爬虫核心技术Scrapy框架分布式爬虫书,83.80,蓝墨水图书专营店,3
1955,Python算法详解 从入门到精通 技术难点解惑 经典实例分析,48.80,友杰图书专营店,2
1956,Python 3.7从零开始学 计算机 互联网 程序设计 编程语言 Python 开发过程中的体会,45.80,墨马图书旗舰店,3
1957,零基础学编程 树莓派和Python 金学林 计算机器人软硬件编程技能培训教材教程书籍小学初中高中学生,23.90,馨园青图书专营店,2
1958,包邮 数据结构与算法：Python语言描述/Python书籍结构算法/计算机教材|4909472,31.50,互动创新图书专营店,100+
1959,包邮 Python数据科学：技术详解与商业实践 计算机与互联网 |8049590,64.30,互动出版网图书专营店,60+
1960,Python极客项目编程 [美] Mahesh Venkitachalam 9787115,37.95,博远慧达图书专营店,8
1961,Python深度学习：基于TensorFlow 深度学习框架教程书籍,79.00,华心图书专营店,10+
1962,正版 Python金融实战 金融数据分析教程书籍 python数据计算器编程教程,54.00,万品图书专营店,10+
1963,零基础学Python 明日科技著 吉林大学出版社 计算机编程基础入门书籍 零基础入门学习python,43.60,百华图书专营店,4
1964,和孩子一起玩编程 中小学少儿编程入门书 趣学python编程入门零基础教孩子学编程的书 少儿儿童编程,52.75,博库网旗舰店,3
1965,笨办法 学Python 3 基础编程  自学教材书  从入门到实践 编程语言书籍,50.15,书虫图书专营店,20+
1966,Python数据可视化编程实战(第2版),49.60,文轩网旗舰店,10+
1967,正版包邮自动化平台测试开发Python测试开发实战+Web接口开发与自动化测试+自动化测试实战书籍,125.00,蓝墨水图书专营店,40+
1968,2本 Python编程从零基础到项目实战+Python3 网络爬虫开发实战,120.40,华心图书专营店,6
1969,PyQt5快速开发与实战+Python Qt GUI快速编程—PyQt编程指南 2本,124.80,旷氏文豪图书专营店,10
1970,[图书]Python入门经典：以解决计算问题为导向的Python编程实践|3683628,158.00,互动创新图书专营店,10+
1971,数据分析从入门到进阶 Python网络开发实战MySQL数据分析处理方法爬虫管理数据挖掘计算机程序,61.50,华心图书专营店,0
1972,Python语言程序设计,39.10,文轩网旗舰店,1
1973,Python网络编程(Linux) Python语言编程入门教程书籍,26.90,蓝墨水图书专营店,10+
1974,包邮 基于Django的电子商务网站设计+Python新手使用Django架站的16堂课书籍,99.80,蓝墨水图书专营店,4
1975,Python程序设计开发宝典 董付国 9787302472100,40.02,博远慧达图书专营店,10+
1976,精通Python爬虫框架+精通Scrapy网络爬虫+Python爬虫开发与项目实战,147.00,蓝墨水图书专营店,20+
1977,Python 程序设计 祁瑞华   郑旭红 9787302498087,22.62,博远慧达图书专营店,3
1978,Python机器学习 预测分析核心算法 预测算法数据分析,51.75,人民邮电出版社官方旗舰店,4
1979,现货 正版  Python渗透测试编程技术 方法与实践 李华峰 Python 黑帽子书籍,45.00,荣丰通达图书专营店,6
1980,【视频教学】Python机器学习 数据分析与评分卡建模 微课版 python数据分析书籍,37.20,荣丰通达图书专营店,4
1981,Python网络爬虫权威指南 第2版 Python脚本网页抓取技术网络API 书籍,56.00,蓝墨水图书专营店,3
1982,Python测试之道 Python3.6测试开发实战指南书籍,41.80,蓝墨水图书专营店,50+
1983,Python算法详解 python语言编程教程书籍,52.60,蓝墨水图书专营店,1
1984,零起点TensorFlow快速入门+机器学习快速入门+量化投资以Python为工具+大数据与量化交易,231.00,兰兴达图书专营店,10+
1985,现货 2019年全国计算机等级考试二级教程Python语言程序设计+冲刺试卷+语言程序设计基础第2版,97.80,华文乐章图书专营店,1
1986,【套装4本】AI人工智能书籍 深度学习 机器学习实战 Python神经网络编程 python深度学,263.60,翔坤图书专营店,3
1987,Python科学计算最佳实践 SciPy指南Python算法库和数学工具包SciPy ndimage,48.00,馨园青图书专营店,2
1988,2册包邮 TensorFlow自然语言处理+面向自然语言处理的深度学习 用Python创建神经网络书,129.80,荣丰通达图书专营店,2
1989,Python程序设计 从基础入门到实战应用 王雷春 python基础教程书籍,42.00,品阅轩图书专营店,5
1990,新书现货 小天才学Python+小天才学Python 教学指导 小学生学Python语言入门书籍,55.60,荣丰通达图书专营店,5
1991,【新华正版】21天学通Python(第2版) 零基础入门学习python程序设计python基础教,37.67,武进新华图书专营店,6
1992,包邮 从零开始学Python数据分析与挖掘书籍 Python 3版本作为数据分析与挖掘实战的应用工具,57.30,春雨图书专营店,40+
1993,Python科学计算最佳实践 SciPy指南 开源Python算法库数学工具包书籍,48.80,蓝墨水图书专营店,10+
1994,Python编程之美 最佳实践指南 Python百科学习指南书籍,57.60,蓝墨水图书专营店,5
1995,包邮 疯狂Python讲义 李刚+你也能看得懂的python算法书 python基础教程从入门到精通,192.00,荣丰通达图书专营店,7
1996,【R】Python应用开发实战 python核心编程 Python项目开发实战教程 Pytho,77.40,三新文化图书专营店,5
1997,包邮 Python编程从0到1（视频教学版）张頔|8062662,51.30,互动出版网图书专营店,10
1998,小天才学Python 编程基础+教学指导+少博士趣学Python 少儿编程,108.00,蓝墨水图书专营店,2
1999,Python基础教程 第3版 图灵程序设计丛书 编程新手入门 软件工具 python,61.70,润知天下图书专营店,10+
2000,包邮 教孩子学编程（Python语言版）+趣学Python——教孩子学编程2本书 儿童学计,91.00,云聚算图书专营店,100+
2001,Web接口开发与自动化测试-基于Python语言,57.82,凤凰新华书店旗舰店,9
2002,包邮 Python科学计算基础教程+ Python地理空间分析指南（第2版）Python语,95.80,兰兴达图书专营店,10+
2003,Python和Pygame游戏开发指南,44.25,人民邮电出版社官方旗舰店,3
2004,【套装3本】Python深度学习：基于TensorFlow+图解深度学习+图解机器学习,142.70,华心图书专营店,8
2005,Cloudera Hadoop大数据平台实战指南大数据技术书籍 大数据技术 Python Spark,43.00,书香神州图书专营店,10+
2006,OpenCV算法精解 基于Python与C+++OpenCV计算机视觉编程攻略+OpenCV 4计算,182.50,一键团图书专营店,2
2007,正版 玩转Django 2.0 黄永祥 Python编程教程书籍 DjangoWeb开发,47.40,恒久图书专营店,10+
2008,正版书籍 Python自动化运维快速入门 郑征 python语言编程教程图书籍编程运维开发项目实战,48.20,恒久图书专营店,4
2009,包邮 Python网络数据爬取及分析从入门到精通 分析篇+爬取篇 Python3数据分析与挖掘书,88.80,蓝墨水图书专营店,50+
2010,Selenium 2自动化测试实战+Web接口开发与自动化测试 基于Python语言,88.00,蓝墨水图书专营店,300+
2011,对比Excel，轻松学习Python数据分析 Python大数据挖掘预测技术教程书籍,41.50,蓝墨水图书专营店,40+
2012,图灵教育 Python深度学习 deep learning with py,89.25,人民邮电出版社官方旗舰店,10+
2013,包邮神经网络与深度学习实战：Python+Keras+TensorFlow书籍,79.50,蓝墨水图书专营店,2
2014,Python书籍   Python机器学习+人工智能项目实战+深度学习实战 编程,167.00,书香神州图书专营店,80+
2015,正版 PYTHON程序设计 陈春晖 浙大 Python的Web应用程序开发实例展示,36.00,上海中法图旗舰店,10
2016,包邮 Python自动化运维快速入门 郑征 Python自动化运维的热门技术与主流开源工具书籍,44.60,春雨图书专营店,10+
2017,神经网络与深度学习——基于TensorFlow框架和Python技术实现,38.50,唐人文化图书专营店,5
2018,Python3破冰人工智能从入门到实战 python深度学习框架TensorFlow 机,30.60,华心图书专营店,3
2019,包邮 Python量化交易 张杨飞著,69.80,蓝墨水图书专营店,10+
2020,跟老齐学Python教程书籍三部曲跟老齐学Python 数据分析+Django实战+轻松入门,154.80,荣丰通达图书专营店,8
2021,零基础学Python 和外星人一起学系列 pyhton从入门到精通python语言程序设计基础,43.80,润知天下图书专营店,10+
2022,Python金融大数据挖掘与分析全流程详解【超值视频】书籍,50.30,书海寻梦图书专营店,2
2023,Docker技术入门与实战+数据中心及其内核技术+Python Docker实战 +入门与实战,237.00,书香神州图书专营店,20+
2024,2019新书 图解Python-轻松快速掌握实力派脚本语言精华 株式会社ANK 计算机编程基础知识新,50.30,云聚算图书专营店,7
2025,包邮 Python 3破冰人工智能 从入门到实战 黄海涛 著 人民邮电出版社图书籍,45.50,兰兴达图书专营店,3
2026,包邮 机器学习线性代数基础：Python语言描述 张雨萌 著 北京大学出版社图书籍,32.00,兰兴达图书专营店,1
2027,包邮 教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python书籍,128.00,旷氏文豪图书专营店,100+
2028,零基础学编程 树莓派和Python 金学林 计算机器人软硬件编程技能培训教材教程书籍小学初中高中学生,23.90,墨涵图书专营店,4
2029,现货 金融数量分析-基于Python编程 Python量化投资入门书籍 Python金融编,45.00,经纶风图书专营店,20+
2030,包邮 深度学习入门 基于Python3的理论与实现+深度学习 [deep learning] 2本,162.60,春雨图书专营店,4
2031,包邮 Python人脸识别：从入门到工程实践 王天庆 |8058859,44.80,互动出版网图书专营店,10+
2032,Python 3.0科学计算指南,62.10,人民邮电出版社,300+
2033,Python黑客攻防入门 黑客基础知识 黑客攻击技术攻击学习方法一本通,42.80,万卷出版公司图书专营店,2
2034,对比Excel，轻松学习Python数据分析 张俊红 9787121357930,33.93,博远慧达图书专营店,20+
2035,正版 PYTHON程序设计 陈春晖 浙大 9787308189774,36.00,深圳中法图旗舰店,0
2036,Python人工智能项目实战,69.50,京东自营,1.9万+
2037,Python自动化开发实战 程序设计应用实战 Python编程语言教程 Python项目开发应用实战,52.44,上海书城旗舰店,0
2038,官方正版 对比Excel 轻松学习Python数据分析 数据分析师用书 系统学习数据分析流程操作书籍,29.50,电子工业出版社官方旗舰店,0
2039,Python基础案例教程,34.20,京东自营,5
2040,官方正版 对比Excel 轻松学习Python数据分析 数据分析师用书 系统学习数据分析流程操作书籍,29.50,电子工业出版社官方旗舰店,0
2041,Python基础案例教程,34.20,京东自营,5
2042,Python实用教程/高等院校信息技术规划教材,25.80,清华大学出版社,20+
2043,Python程序设计教程/高等学校计算机专业规划教材,32.30,清华大学出版社,9
2044,数据结构——Python语言描述 张光河 9787115485779,40.48,博远慧达图书专营店,2
2045,图解Python-轻松快速掌握实力派脚本语言精华 编程语言编程脚本程序程序设计图解绘本程序设计日本引,35.00,中青雄狮图书旗舰店,0
2046,预售  DK编程真好玩：9岁开始学Python,88.50,鸿轩文化图书 专营店,1
2047,Python深度学习 [美] 弗朗索瓦·肖莱(Francois Chollet) 9787,69.02,博远慧达图书专营店,40+
2048,【赠配套视频】Python从小白到大牛 python从入门到精通python学手册语言编程 程序设计,88.00,书香阁图书专营店,0
2049,包邮 两本 Zabbix企业级分布式监控 第2版+Python自动化运维：技术与佳实践书籍,154.80,品阅轩图书专营店,1
2050,Python Machine Learning - Second Edition,450.00,中国进口图书旗舰店,0
2051,Python深度学习实战-75个有关神经网络建模.强化学习与迁移学习的,77.42,凤凰新华书店旗舰店,30+
2052,Python程序设计教程(高等院校计算机技术与应用系列规划教材),14.75,博库网旗舰店,1
2053,Raspberry Pi机器人制作实例:用Python、Linux和传感器搭建智能小车 [,26.95,博远慧达图书专营店,5
2054,大学信息技术基础：以Python为舟(第五版),39.00,厦门大学出版社官方旗舰店,1
2055,Python 金融大数据分析 Python编程入门,51.40,华心图书专营店,5
2056,包邮量化投资:以Python 为工具+零起点Python大数据与量化交易 Python语言,142.00,蓝墨水图书专营店,20+
2057,硬件趣学Python编程（高职）,31.40,京东自营,0
2058,Python神经网络编程 深度学习 人工智能 机器学习入门教程书籍 Python3.5 神经网络,43.00,墨涵图书专营店,6
2059,2本 Python深度学习+Python机器学习基础教程 人工智能书籍,147.30,华心图书专营店,10+
2060,Python程序设计与案例教程(新工科人才培养计算机类十三五规划教材),21.85,博库网旗舰店,1
2061,Python游戏编程入门 Python编程初学者指南Python开发入门书 Python语言编码,38.20,博库网旗舰店,1
2062,"Python入门经典 人民邮电出版社 9787115362094 Katie Cunningham,",37.00,鸿运兴顺图书专营店,0
2063,Python网络爬虫从入门到实践 第2版 唐松 Python编程教程入门书籍,38.00,品阅轩图书专营店,1
2064,包邮 Python网络爬虫权威指南 第2版Python脚本网页抓取技术网络书籍,58.80,品阅轩图书专营店,1
2065,Python数据科学与机器学习 从入门到实践,55.20,文轩网旗舰店,0
2066,全国计算机等级考试二级教程--Python语言程序设计(2019年版) 教育部考试中心 高等教育,30.30,曲韵悠长图书专营店,0
2067,跟孩子一起玩编程 Python编程快速入门 教孩子学编程 小小的Python编程故事 少儿编程,42.30,蓝墨水图书专营店,0
2068,Python基础教程 第3版python3核心编程从入门到实践网络爬虫数据分析 零基础自学path,54.45,常州新华书店图书专营店,0
2069,Hands-On Reinforcement Learning with Python,385.00,澜瑞外文Lanree图书专营店,0
2070,Python自动化运维快速入门,44.84,上海书城旗舰店,
2071,Python测试之道,44.90,文轩网旗舰店,
2072,跟老齐学Python,42.40,文轩网旗舰店,
2073,Python带我起飞 入门 进阶 商业实战 Python3.5视频教程书籍,55.80,蓝墨水图书专营店,
2074,小天才学Python,23.80,蓝墨水图书专营店,
2075,现货正版 Python深度学习：基于TensorFlow/程语言与程序设计计算机书籍|8052596,51.30,互动创新图书专营店,
2076,Python3程序设计学习指导与习题解答(普通高等教育十三五规划教材),28.88,木垛图书旗舰店,
2077,Python实用教程 含典型案例视频 分析郑阿奇 python语言编程教程 数据分析py,35.80,翔坤图书专营店,
2078,Python 3.7编程快速入门 计算机 网络 程序设计 Python 软件开发 计算机系统,38.64,书虫图书专营店,
2079,"Python编程入门( 3版) [加]唐纳森 ,袁国忠 9787115333742",21.45,博远慧达图书专营店,
2080,玩转Python网络爬虫,53.80,文轩网旗舰店,
2081,零起点Python足彩大数据与机器学习实盘分析,74.20,文轩网旗舰店,
2082,Python金融衍生品大数据分析,74.70,文轩网少儿专营店,
2083,Python数据抓取技术与实战,40.70,博库网旗舰店,
2084,Python 3程序设计基础,39.20,文轩网旗舰店,
2085,Python编程入门与案例详解 python语言编程教程书籍,34.60,蓝墨水图书专营店,
2086,Python从入门到精通 明日科技 9787302503880,46.28,博远慧达图书专营店,
2087,利用Python进行数据分析 原书第2版,89.30,文轩网精品图书专营店,
2088,Python数据结构与算法分析（第2版）书籍,57.00,书海寻梦图书专营店,
2089,软件自动化测试开发  java和python测试开发实用指南/Web自动化测试/软件自动化测试技术书,28.80,墨涵图书专营店,
2090,python编程两本套，小小的python，python青少年编程入门,85.80,杰城图书专营店,
2091,ABAQUS Python二次开发攻略 CAE分析大系,31.10,华心图书专营店,
2092,深入理解Python特性 图灵程序设计丛书,34.80,蓝墨水图书专营店,
2093,Python物理学高效计算,89.10,人民邮电出版社,
2094,【套装4本】Python编程从入门到实践+C Primer Plus第6版c语言+Java编程思想,293.10,翔坤图书专营店,
2095,Python地理空间分析指南(第2版),61.72,博库网旗舰店,
2096,Python高效开发实战,68.50,文轩网旗舰店,
2097,Selenium自动化测试 基于Python语言 Web测试实战指南,25.40,华心图书专营店,
2098,Python编程从入门到精通 Python基础教程,41.00,华心图书专营店,
2099,Python机器学习实战,49.60,文轩网旗舰店,
2100,正版现货 从Python开始学编程 Vamei,34.80,一键团图书专营店,7
2101,从Python开始学编程,35.70,文轩网旗舰店,20+
2102,特征工程入门与实践书籍,42.30,蓝墨水图书专营店,6
2103,正版 Python机器学习算法:原理、实现与案例 数学模型的理论基础 算法原理 Python类 软,53.20,弗洛拉图书专营店,0
2104,现货正版Python核心编程第3版 人民邮电出版社,97.02,安徽新华书店图书专营店,1
2105,Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手,69.00,五兄弟图书专营店,0
2106,包邮 Python数据分析与数据化运营/数据分析与决策技术丛书/计算机Python书|6998727,64.30,互动创新图书专营店,10+
2107,包邮Python物理学高效计算+Python物理建模初学者指南教程书,118.50,蓝墨水图书专营店,7
2108,计算机与互联网丛书全16册 Python基础教程 Python编程 从入门到实践 零压力学 笨办法学,1150.00,正浩图书专营店,0
2109,包邮 Python算法详解 张玲玲 著 人民邮电出版社图书籍,52.60,兰兴达图书专营店,2
2110,Python真好玩 教孩子学编程 计算机 编程语言 程序设计,62.00,书香神州图书专营店,2
2111,Python编程 从入门到实践 [美]埃里克·马瑟斯(Eric Matthes) 9787,48.95,博远慧达图书专营店,200+
2112,官方正版包邮 Python编程之美 最佳实践指南 Python基础教程 Python编程从入门到实践,44.50,电子工业出版社官方旗舰店,20+
2113,图灵教育 流畅的Python PSF研究员 知名PyCon演讲者心血之作 全面深入 对Python,104.25,人民邮电出版社官方旗舰店,7
2114,现货速发【2019李笑来新作】自学是门手艺 没有自学能力的人没有未来 Python编程自学教程书籍,53.60,书海寻梦图书专营店,30+
2115,Python算法教程 python语言编程入门书籍 Python程序设计教材,51.00,润知天下图书专营店,2
